      t            y            dy          frac
   116500.0000     13.0056      0.3670      1.0000
   116600.0000     13.3595      0.3725      1.0000
   116700.0000     13.1948      0.3700      1.0000
   116800.0000     13.8069      0.3785      1.0000
   116900.0000     14.7550      0.3936      1.0000
   117000.0000     14.7668      0.3926      1.0000
   117100.0000     14.0452      0.3843      1.0000
   117200.0000     13.4308      0.3774      1.0000
   117300.0000     14.0252      0.3857      1.0000
   117400.0000     13.1842      0.3736      1.0000
   117500.0000     13.7835      0.3803      1.0000
   117600.0000     13.0152      0.3706      1.0000
   117700.0000     12.8098      0.3682      1.0000
   117800.0000     12.6994      0.3653      1.0000
   117900.0000     11.8209      0.3588      1.0000
   118000.0000     12.4551      0.3664      1.0000
   118100.0000     12.4138      0.3651      1.0000
   118200.0000     12.2394      0.3657      1.0000
   118300.0000     11.2956      0.3517      1.0000
   118400.0000     11.0509      0.3498      1.0000
   118500.0000     10.5438      0.3385      1.0000
   118600.0000      9.7382      0.3323      1.0000
   118700.0000      9.3137      0.3311      1.0000
   118800.0000      9.2859      0.3273      1.0000
   118900.0000      9.0394      0.3245      1.0000
   119000.0000      8.8693      0.3183      1.0000
   119100.0000      9.1730      0.3202      1.0000
   119200.0000      8.9022      0.3165      1.0000
   119300.0000      7.7171      0.2952      1.0000
   119400.0000      7.6384      0.2949      1.0000
   119500.0000      7.6529      0.2976      1.0000
   119600.0000      8.1471      0.3024      1.0000
   119700.0000      7.5210      0.2907      1.0000
   119800.0000      7.4185      0.2868      1.0000
   119900.0000      7.7595      0.3022      1.0000
   120000.0000      7.4971      0.2936      1.0000
   120100.0000      7.5602      0.2920      1.0000
   120200.0000      7.4898      0.2953      1.0000
   120300.0000      7.4961      0.3006      1.0000
   120400.0000      7.0572      0.2963      1.0000
   120500.0000      7.3675      0.3014      1.0000
   120600.0000      7.2701      0.2976      1.0000
   120700.0000      7.1940      0.2889      1.0000
   120800.0000      8.0458      0.3018      1.0000
   120900.0000      7.2989      0.2887      1.0000
   121000.0000      7.1193      0.2895      1.0000
   121100.0000      7.4660      0.2939      1.0000
   121200.0000      7.2383      0.2902      1.0000
   121300.0000      7.6707      0.2956      1.0000
   121400.0000      7.4857      0.2944      1.0000
   121500.0000      7.2273      0.2909      1.0000
   121600.0000      8.3910      0.3053      1.0000
   121700.0000      8.7948      0.3127      1.0000
   121800.0000      8.3822      0.3082      1.0000
   121900.0000      8.7773      0.3086      1.0000
   122000.0000      8.6942      0.3077      1.0000
   122100.0000      8.5366      0.3011      1.0000
   122200.0000      9.0950      0.3115      1.0000
   122300.0000      9.8814      0.3247      1.0000
   122400.0000      9.6045      0.3200      1.0000
   122500.0000      9.3853      0.3159      1.0000
   122600.0000     10.4082      0.3296      1.0000
   122700.0000     11.0477      0.3395      1.0000
   122800.0000     11.0820      0.3423      1.0000
   122900.0000     11.2533      0.3439      1.0000
   123000.0000     12.4467      0.3586      1.0000
   123100.0000     13.4711      0.3713      1.0000
   123200.0000     12.9731      0.3648      1.0000
   123300.0000     13.3914      0.3700      1.0000
   123400.0000     12.3080      0.3557      1.0000
   123500.0000     12.2519      0.3539      1.0000
   123600.0000     12.1970      0.3548      1.0000
   123700.0000     11.2875      0.3414      1.0000
   123800.0000     10.8608      0.3364      1.0000
   123900.0000     10.7360      0.3325      1.0000
   124000.0000     10.9329      0.3359      1.0000
   124100.0000     10.2914      0.3254      1.0000
   124200.0000     10.8347      0.3331      1.0000
   124300.0000     11.4399      0.3420      1.0000
   124400.0000     11.9477      0.3507      1.0000
   124500.0000     12.0465      0.3513      1.0000
   124600.0000     11.9793      0.3501      1.0000
   124700.0000     11.6778      0.3451      1.0000
   124800.0000     12.0807      0.3506      1.0000
   124900.0000     12.1807      0.3520      1.0000
   125000.0000     11.9453      0.3490      1.0000
   125100.0000     11.9227      0.3487      1.0000
   125200.0000     11.2835      0.3388      1.0000
   125300.0000     10.9778      0.3348      1.0000
   125400.0000     10.5422      0.3287      1.0000
   125500.0000     10.5670      0.3291      1.0000
   125600.0000     11.0753      0.3363      1.0000
   125700.0000     10.6178      0.3293      1.0000
   125800.0000     10.4330      0.3264      1.0000
   125900.0000      9.9122      0.3189      1.0000
   126000.0000     10.5416      0.3291      1.0000
   126100.0000     10.7068      0.3315      1.0000
   126200.0000     10.5314      0.3291      1.0000
   126300.0000     10.7145      0.3314      1.0000
   126400.0000      9.8670      0.3184      1.0000
   126500.0000     10.7462      0.3324      1.0000
   126600.0000     10.3976      0.3262      1.0000
   126700.0000     10.1368      0.3228      1.0000
   126800.0000      9.2131      0.3090      1.0000
   126900.0000      9.6745      0.3154      1.0000
   127000.0000      9.5831      0.3149      1.0000
   127100.0000      9.4293      0.3135      1.0000
   127200.0000      8.4208      0.2979      1.0000
   127300.0000      8.5519      0.2970      1.0000
   127400.0000      9.1575      0.3086      1.0000
   127500.0000      8.4301      0.2966      1.0000
   127600.0000      7.8231      0.2856      1.0000
   127700.0000      8.2402      0.2953      1.0000
   127800.0000      8.6493      0.3009      1.0000
   127900.0000      8.2133      0.2943      1.0000
   128000.0000      7.8420      0.2890      1.0000
   128100.0000      7.8897      0.2897      1.0000
   128200.0000      7.3408      0.2792      1.0000
   128300.0000      7.8751      0.2891      1.0000
   128400.0000      7.6038      0.2855      1.0000
   128500.0000      7.8941      0.3925      0.5477
